label,vector_norm,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
Normal,3.062587,0.03251144,0.0,0.39989075,0.28284955,0.03251144,0.0,0.66323346,0.22758012,0.00025514,1.24e-06,0.0,0.0,0.00139335,0.00081279,0.0,0.00023191,0.00766402,0.0,0.00325114,0.00226167,0.0,0.0,0.0,0.00080322,0.00174274,0.0002539,0.00325114,0.00325114,0.03251144,0.0,0.39989075,0.28284955,0.03251144,0.0,0.66323346,0.22758012,0.00025514,1.24e-06,0.0,0.0,0.00139335,0.00081279,0.0,0.00023191,0.00766402,0.0,0.00325114,0.00226167,0.0,0.0,0.0,0.00080322,0.00174274,0.0002539,0.00325114,0.00325114,-0.45359287,-0.27686238,-0.02523947,-0.02094197,-0.10363156,-0.08743318,-0.50543088,-0.13544497,-0.12073191,-0.28932363,-0.3552143,-0.1896577,-0.39930016,-0.25857517,0.00240045,-0.59884399,-0.46024507,-0.19845235,-0.53147012,-0.16088758,-0.58371681,-0.11583965,-0.25948167,-0.36965248,-0.36145672,-0.50038928,-0.20540476,-1.0,-0.06451105,-0.28082371,-0.24748509,-0.39405385,-0.17120412,-0.00515739,-0.07812213,-0.08599042,-0.23124799,-0.33518428,-0.15359819,-0.56733322,-0.3251231,-0.22920088,0.0190754,-0.11247972,-0.16031091,-0.0997178,-0.01559632,-0.65236026,-0.16744076,-0.07228813,-0.42216086,-0.13633147,-0.31103075,-0.05031362,-0.44956768,-0.28167999,-0.73148698,-0.18551335,-0.50965893,-0.30428427,-0.43943632,-0.30329883,-0.41364166,-0.01884598,-0.00798025,-0.31114393,-0.15217601,-0.20909438,-0.2473585,-0.27964032,-0.27016443,-0.31341463
Reconnaissance,3.978538,0.39513302,0.32104561,0.62974322,0.1450879,0.03086977,0.48156837,0.75939626,0.7161786,0.00203241,1.441e-05,0.0,0.0,0.00088199,0.00308698,0.0,0.00012348,0.01264134,0.00308698,0.00185219,0.00281854,0.0,0.0,0.0,0.0017054,0.00192625,0.00201799,0.0,0.00308698,0.39513302,0.32104561,0.62974322,0.1450879,0.03086977,0.48156837,0.75939626,0.7161786,0.00203241,1.441e-05,0.0,0.0,0.00088199,0.00308698,0.0,0.00012348,0.01264134,0.00308698,0.00185219,0.00281854,0.0,0.0,0.0,0.0017054,0.00192625,0.00201799,0.0,0.00308698,0.42524743,0.52645826,-0.01312717,0.32817844,0.20592904,0.03203044,0.55161244,0.54317969,0.74159837,0.21655415,0.25714993,0.72616857,0.19440851,0.17184217,0.78845251,0.57408315,0.25050759,0.32635278,0.23695935,0.68903404,0.12648593,0.02895343,0.63634008,0.11906887,0.3967945,0.01716562,0.0183533,0.37397918,0.40385178,0.2784135,0.20557229,0.26158756,0.00035259,0.90572888,0.74551493,0.26472744,-0.00896445,0.63038814,0.11357687,0.67272127,1.0,0.17096516,0.03379454,0.07763717,0.34571606,0.04506074,0.5536592,0.28882742,0.20976599,0.0640435,0.27449995,0.51018679,0.62763286,0.68388742,0.05347698,0.17967127,0.08827735,0.18687707,0.32473522,0.19836242,0.02547069,0.40241578,0.13447851,0.59526861,0.47807601,0.15232338,0.06947787,0.17400303,0.03952901,0.40304521,0.25368375,0.50160319
Backdoor,4.584307,0.41409487,0.6033954,0.6033954,0.69410193,0.03943761,0.05126889,0.98594022,0.98199642,0.0011911,0.00026743,0.0,0.0,0.0,0.0,0.00394376,0.00131459,0.00240454,0.00394376,0.00394376,0.00377229,0.0,0.0,0.0,0.00214394,0.00266503,0.00092367,0.0,0.00394376,0.41409487,0.6033954,0.6033954,0.69410193,0.03943761,0.05126889,0.98594022,0.98199642,0.0011911,0.00026743,0.0,0.0,0.0,0.0,0.00394376,0.00131459,0.00240454,0.00394376,0.00394376,0.00377229,0.0,0.0,0.0,0.00214394,0.00266503,0.00092367,0.0,0.00394376,0.04049692,0.07135651,0.16216537,0.02707808,0.59009391,0.62787282,0.112667,0.11417028,0.26809716,0.50215405,0.23936285,0.57657558,0.24805571,0.17663363,0.32421806,0.18244797,0.06918566,0.74784791,0.14815211,0.03969244,0.05355577,0.05276359,1.0,0.2835364,0.1970562,0.50230336,0.52158272,0.89767742,0.36765745,0.10368304,0.20863284,0.30960503,0.61719942,0.29363671,0.27185413,0.33524463,0.20206456,0.41265863,0.40548581,0.38766959,0.28328472,0.02985117,0.74134785,0.69831532,0.13879189,0.50225765,0.39351964,0.35970384,0.12273611,0.12368947,0.23067695,0.69570953,0.67095011,0.71042001,0.91347599,0.82837284,0.8241086,0.65872997,-0.03621589,0.20478556,0.45496804,0.4115164,0.16942687,0.48595193,-0.05397869,0.9406001,0.17153855,0.09061972,0.31878743,0.294716,0.69826418,0.03874623
Probe,3.655247,0.65775859,0.38782936,0.72291392,0.73532444,0.03102635,0.52124268,0.67327178,0.29785296,0.00131538,1.14e-06,0.0,0.0,0.0,0.00310263,0.0,0.00016547,0.01046284,0.00310263,0.00248211,0.00229325,0.0,0.0,0.0,0.00197413,0.00181907,0.00131425,0.0,0.00310263,0.65775859,0.38782936,0.72291392,0.73532444,0.03102635,0.52124268,0.67327178,0.29785296,0.00131538,1.14e-06,0.0,0.0,0.0,0.00310263,0.0,0.00016547,0.01046284,0.00310263,0.00248211,0.00229325,0.0,0.0,0.0,0.00197413,0.00181907,0.00131425,0.0,0.00310263,0.33259881,-0.00031372,0.48232794,0.39743227,0.59011531,0.07945207,-0.02162925,0.21874048,0.08527017,0.19674511,0.14148621,0.81071693,0.12805283,0.00641675,0.44604456,0.41814288,0.48362201,0.04258087,0.28327763,0.35867885,0.05635279,0.17018658,0.24412765,0.41752103,0.02689125,0.0988427,0.3701745,0.21394509,0.47443154,0.65871966,0.10738069,0.0150161,0.02562078,0.17999974,0.25167769,0.66679943,0.27605423,0.1844939,0.15918496,0.72213191,0.31169477,0.59937316,0.21055111,0.30255264,0.02123437,0.11346374,0.1081024,0.08419833,0.47170731,0.1907994,0.59453833,0.27667168,0.20711543,0.25546664,0.14956796,0.04253028,0.32509464,0.14898968,0.37286761,1.0,0.07061108,0.64884365,0.07216327,0.15091383,0.53974164,0.13313404,0.20611291,0.18652327,0.12604348,0.09515286,0.24555658,0.0999945
Exploit,4.163468,0.66559094,0.52149391,0.04117057,0.40484396,0.03430881,0.83713496,0.36367339,0.26760873,0.00035322,0.000423,0.0,0.0,0.00147038,0.0,0.00343088,0.00132661,0.00288994,0.00343088,0.00343088,0.00104418,0.00057181,0.0,0.0,0.00153717,0.00206188,6.979e-05,0.0,0.00343088,0.66559094,0.52149391,0.04117057,0.40484396,0.03430881,0.83713496,0.36367339,0.26760873,0.00035322,0.000423,0.0,0.0,0.00147038,0.0,0.00343088,0.00132661,0.00288994,0.00343088,0.00343088,0.00104418,0.00057181,0.0,0.0,0.00153717,0.00206188,6.979e-05,0.0,0.00343088,0.15875256,0.33974218,0.99471956,0.67289805,1.0,0.38726526,0.25327355,0.11280282,0.12050005,0.59971756,0.59448427,0.35588834,0.43413588,0.68515521,0.40956655,0.10047936,0.1708238,0.46436501,0.12822963,0.50941598,0.24397382,0.55379003,0.06080521,0.65001029,0.53765923,0.60072649,0.13952196,0.4296189,0.06431364,0.47444054,0.17685525,0.4863691,0.30689445,0.57994598,0.82873708,0.37717375,0.01819085,0.66450089,0.39368564,0.37727815,0.1848163,0.2626124,0.42722523,0.26814443,0.08650852,0.09989043,0.18196373,0.48491469,0.46747741,0.56073135,0.53386307,0.22246981,0.24055457,0.56646574,0.1631079,0.47463012,0.56148517,0.28073534,0.36707556,0.40138844,0.28795278,0.39917666,0.04975588,0.10138194,0.11351904,0.89087439,0.25157779,0.5321731,0.12584789,0.41308823,0.33725381,0.243285
U2R,4.14776,0.26430398,0.88619572,0.53638166,0.89396936,0.07773647,0.2332094,0.38868231,0.10883105,0.00672447,2.61e-06,0.00777365,0.0,0.00666313,0.00194341,0.00777365,0.00155473,0.0114215,0.00777365,0.00777365,0.00304186,0.0,0.0,0.0,0.00166143,0.00235917,0.00672186,0.0,0.00777365,0.26430398,0.88619572,0.53638166,0.89396936,0.07773647,0.2332094,0.38868231,0.10883105,0.00672447,2.61e-06,0.00777365,0.0,0.00666313,0.00194341,0.00777365,0.00155473,0.0114215,0.00777365,0.00777365,0.00304186,0.0,0.0,0.0,0.00166143,0.00235917,0.00672186,0.0,0.00777365,0.47834161,0.03678669,0.66568512,0.24952635,0.0993949,0.66434461,0.69685513,0.29717773,0.27614218,0.08400089,0.17077009,0.11953314,0.54447061,0.71423233,0.11257051,0.95871192,0.27482107,0.13536999,0.30789432,0.4771677,0.84330875,0.34277743,0.92299408,0.25946501,1.0,0.64053428,5.082e-05,0.05051637,0.05369917,0.15576394,0.18130963,0.02792062,0.25776061,0.26309964,0.1690459,0.64004111,0.16877431,0.73793942,0.04944649,0.16624629,0.21282113,0.49174386,0.50902218,0.42454553,0.34314671,0.31845716,0.32314098,0.03833811,0.39509428,0.20602372,0.16551588,0.76499242,0.27428865,0.48166648,0.24652837,0.26007834,0.12152892,0.47943658,0.81170446,0.06728669,0.18650422,0.00181292,0.09163861,0.20603293,0.6406548,0.58263987,0.51854545,0.11845773,0.13837136,0.17906034,0.21127693,0.10233016
Shellcode,4.301894,0.00903089,0.91211969,0.67731661,0.08579344,0.04515444,0.80826449,0.62764674,0.65473938,0.00312888,5.51e-06,0.0,0.0,0.00193519,0.00451544,0.0030103,0.00150214,0.00486927,0.00451544,0.00451544,0.00019632,0.00075257,0.00451544,0.0,0.00187258,0.00269504,0.00312336,0.0,0.00451544,0.00903089,0.91211969,0.67731661,0.08579344,0.04515444,0.80826449,0.62764674,0.65473938,0.00312888,5.51e-06,0.0,0.0,0.00193519,0.00451544,0.0030103,0.00150214,0.00486927,0.00451544,0.00451544,0.00019632,0.00075257,0.00451544,0.0,0.00187258,0.00269504,0.00312336,0.0,0.00451544,0.37416697,0.09995762,0.27577192,0.07208858,0.46841955,0.31431693,0.21447718,0.92194295,0.92095262,0.27881315,0.4676457,0.16051447,0.27636117,0.74097526,0.83870012,0.49213442,0.77894747,0.09476238,0.3737593,0.68556553,0.12016273,0.15459263,1.0,0.15092582,0.1786561,0.71815687,0.20702466,0.28231865,0.15252705,0.18062229,0.38698816,0.61241019,0.3176589,-0.06647252,0.04707764,0.05896042,0.43529695,0.50676984,0.73181653,0.7814405,0.1238464,0.73529083,0.16056639,0.28299543,0.25551715,0.01689778,0.20672061,0.60256732,0.26914904,0.3389633,0.51622552,0.24806055,0.38993028,0.29937857,0.27368489,0.27130592,0.4034358,0.3484807,0.51374739,0.30071917,0.28008139,0.12903064,0.13322321,0.00449657,0.2452049,0.24070846,0.44286835,0.35869467,0.0906539,0.20596066,0.22891355,0.43563384
Normal,3.238552,0.03098377,0.0,0.68474126,0.57939643,0.03098377,0.0,0.50813377,0.26336202,0.00048815,1.18e-06,0.0,0.0,0.00221313,0.00077459,0.0,0.00068991,0.00199037,0.0,0.00309838,0.00255953,0.0,0.0,0.0,0.00102824,0.00211093,0.00048697,0.00309838,0.00309838,0.03098377,0.0,0.68474126,0.57939643,0.03098377,0.0,0.50813377,0.26336202,0.00048815,1.18e-06,0.0,0.0,0.00221313,0.00077459,0.0,0.00068991,0.00199037,0.0,0.00309838,0.00255953,0.0,0.0,0.0,0.00102824,0.00211093,0.00048697,0.00309838,0.00309838,-0.46240994,-0.27330181,-0.08190036,-0.00823525,-0.09963848,-0.07251868,-0.49304712,-0.14587148,-0.11201987,-0.29542664,-0.3875294,-0.19171022,-0.38861725,-0.27031335,-0.00696618,-0.63305247,-0.48460624,-0.21555956,-0.56208366,-0.13314371,-0.5544132,-0.10772527,-0.27807981,-0.39446762,-0.34607029,-0.51941681,-0.19281648,-1.0,-0.07446437,-0.30440778,-0.21886283,-0.39555079,-0.13705705,-0.01791158,-0.12099221,-0.09067801,-0.22634512,-0.31753632,-0.14918815,-0.60912204,-0.32316512,-0.22495213,-0.01148654,-0.12457221,-0.1732965,-0.09699074,-0.01547186,-0.6412071,-0.15709087,-0.0775309,-0.44156083,-0.165738,-0.31483403,-0.06856799,-0.44854349,-0.26402617,-0.76946807,-0.16544181,-0.54158884,-0.31686282,-0.42827526,-0.27948835,-0.44739935,-0.04948936,-0.01322267,-0.34299996,-0.17038783,-0.18554622,-0.20700765,-0.31894517,-0.27718207,-0.34729549
Shellcode,4.006721,0.04934577,0.81009299,0.2261681,0.27962601,0.04112147,0.04934577,0.89233589,0.39887828,0.00308416,5.02e-06,0.0,0.0,0.00176235,0.00411215,0.00274143,0.00160922,0.00431939,0.00411215,0.00411215,0.00303941,0.0,0.0,0.0,0.00134653,0.00247721,0.00307914,0.0,0.00411215,0.04934577,0.81009299,0.2261681,0.27962601,0.04112147,0.04934577,0.89233589,0.39887828,0.00308416,5.02e-06,0.0,0.0,0.00176235,0.00411215,0.00274143,0.00160922,0.00431939,0.00411215,0.00411215,0.00303941,0.0,0.0,0.0,0.00134653,0.00247721,0.00307914,0.0,0.00411215,0.40344083,0.11294304,0.28784734,0.08073384,0.45965627,0.31606185,0.24903379,0.89107209,0.91061872,0.26163885,0.50061065,0.15071179,0.28848439,0.72892433,0.82472235,0.47925416,0.78550494,0.05821272,0.33476308,0.71121955,0.08165689,0.16836791,1.0,0.1421794,0.15874663,0.65554488,0.2018244,0.29421675,0.11735044,0.15248406,0.43689674,0.57805657,0.33259523,-0.03510511,0.04282775,0.02422198,0.46316302,0.51373374,0.73678654,0.76701474,0.12766042,0.73321462,0.1700456,0.26927501,0.18838775,0.01435185,0.20989031,0.55387193,0.27370125,0.34069067,0.53455472,0.269023,0.35681704,0.27495,0.24421676,0.20045377,0.35241801,0.31665319,0.44583419,0.31887931,0.26110554,0.14871387,0.12054975,0.00642821,0.23799394,0.24580386,0.42297748,0.33993757,0.06782163,0.21532212,0.24605469,0.47198355
Backdoor,4.699092,0.79278976,0.7847001,0.72807223,0.97885269,0.08089691,0.82514852,0.16179383,0.70380318,0.00701502,0.00386826,0.0,0.0,0.0,0.0,0.00808969,0.0012566,0.00914429,0.00808969,0.00808969,0.00281381,0.0,0.0,0.0,0.00247846,0.00238566,0.00314675,0.0,0.00808969,0.79278976,0.7847001,0.72807223,0.97885269,0.08089691,0.82514852,0.16179383,0.70380318,0.00701502,0.00386826,0.0,0.0,0.0,0.0,0.00808969,0.0012566,0.00914429,0.00808969,0.00808969,0.00281381,0.0,0.0,0.0,0.00247846,0.00238566,0.00314675,0.0,0.00808969,0.02267402,0.08959653,0.15046625,0.05700935,0.56730312,0.62040299,0.0961692,0.13237464,0.25237066,0.46827292,0.23172414,0.52796632,0.28169271,0.13524798,0.36899954,0.16731736,0.0343421,0.75724953,0.18750207,0.04391106,0.06667401,0.07223575,1.0,0.26469943,0.17315981,0.49934113,0.52138281,0.88888556,0.35202944,0.08704833,0.21276607,0.24606046,0.57206482,0.2896775,0.23727819,0.31023139,0.19029756,0.43141186,0.43629417,0.3611984,0.3163057,0.03399314,0.7213878,0.76174134,0.12758256,0.47270215,0.36759955,0.34675109,0.11817744,0.14942777,0.28170899,0.72740537,0.67763358,0.68907923,0.91559392,0.8469485,0.82003099,0.62641609,-0.03178741,0.2105481,0.44005489,0.39158657,0.17595205,0.52718246,-0.04927703,0.95898533,0.18759453,0.08745721,0.30156383,0.2727181,0.66355211,0.08776215
Reconnaissance,4.014251,0.58160073,0.09693345,0.17124911,0.78516096,0.03231115,0.31018704,0.71084535,0.50082284,0.00021339,3.826e-05,0.0,0.0,0.00092318,0.00323111,0.0,0.00012924,0.01309786,0.00323111,0.00193867,0.00112387,0.0,0.0,0.0,0.00156329,0.00209548,0.00017513,0.0,0.00323111,0.58160073,0.09693345,0.17124911,0.78516096,0.03231115,0.31018704,0.71084535,0.50082284,0.00021339,3.826e-05,0.0,0.0,0.00092318,0.00323111,0.0,0.00012924,0.01309786,0.00323111,0.00193867,0.00112387,0.0,0.0,0.0,0.00156329,0.00209548,0.00017513,0.0,0.00323111,0.44038066,0.54031825,-0.00701027,0.31956688,0.22539867,0.0404426,0.56094772,0.56299967,0.74639624,0.22125359,0.25019431,0.74697608,0.21234792,0.16732153,0.79975289,0.59464997,0.27395242,0.33426884,0.25355285,0.66784161,0.10989324,0.02045211,0.6627931,0.13232133,0.40970114,-0.00544573,-0.00673564,0.38387853,0.43254867,0.26966375,0.22345634,0.24039225,0.01658392,0.95411617,0.78308702,0.27979997,0.01468457,0.64755636,0.12191002,0.67690313,1.0,0.19819176,0.03285532,0.10861462,0.37523863,0.05254631,0.58198249,0.25373334,0.20448177,0.05216948,0.28759873,0.50179887,0.64796364,0.67629617,0.0294171,0.1437614,0.08037629,0.2081802,0.31750363,0.22541043,-0.02654183,0.44729587,0.1276038,0.62730598,0.50224471,0.1578197,0.05166579,0.15702042,0.026296,0.39673227,0.31900355,0.5080806
Reconnaissance,4.05275,0.17673969,0.41774836,0.68446469,0.70695877,0.03213449,0.22172798,0.76801431,0.65233016,0.00075924,2.344e-05,0.0,0.0,0.00091813,0.00321345,0.0,0.00012854,0.01217089,0.00321345,0.00192807,0.00097801,0.00053557,0.0,0.0,0.00179418,0.00207629,0.00073581,0.0,0.00321345,0.17673969,0.41774836,0.68446469,0.70695877,0.03213449,0.22172798,0.76801431,0.65233016,0.00075924,2.344e-05,0.0,0.0,0.00091813,0.00321345,0.0,0.00012854,0.01217089,0.00321345,0.00192807,0.00097801,0.00053557,0.0,0.0,0.00179418,0.00207629,0.00073581,0.0,0.00321345,0.40924868,0.53219491,0.01094595,0.34002364,0.1933258,0.08003496,0.56559587,0.54840362,0.72423273,0.23202129,0.21502918,0.71748513,0.19916187,0.17014189,0.76405805,0.61903173,0.26004961,0.32928738,0.23586297,0.66466361,0.09176632,0.02621183,0.64731324,0.1167741,0.40566382,0.00670025,-0.01867179,0.35488391,0.41517583,0.25790644,0.23027675,0.21772484,0.02438429,0.94263709,0.78079772,0.27685395,0.00646719,0.6612916,0.11899838,0.6768744,1.0,0.18119137,0.03027039,0.11108786,0.38049239,0.05141761,0.57436633,0.26003027,0.21242985,0.03857874,0.30205333,0.49285623,0.62202781,0.65128469,0.01557633,0.16061978,0.08147984,0.19697364,0.31761825,0.19849983,-0.01805589,0.40436411,0.13736577,0.58202231,0.47829857,0.17346932,0.05037144,0.17670943,0.01204369,0.38906887,0.28747797,0.51565129
Normal,3.22891,0.02834557,0.0,0.2947939,0.6887973,0.02834557,0.0,0.33164313,0.64911348,0.00182885,1.08e-06,0.0,0.0,0.0,0.00070864,0.0,0.0007521,0.00256842,0.0,0.00283456,0.00271131,0.0,0.0,0.0,0.00099071,0.0021103,0.00182777,0.00283456,0.00283456,0.02834557,0.0,0.2947939,0.6887973,0.02834557,0.0,0.33164313,0.64911348,0.00182885,1.08e-06,0.0,0.0,0.0,0.00070864,0.0,0.0007521,0.00256842,0.0,0.00283456,0.00271131,0.0,0.0,0.0,0.00099071,0.0021103,0.00182777,0.00283456,0.00283456,-0.45592251,-0.27060142,-0.05442642,-0.01085886,-0.09890059,-0.07808372,-0.51134115,-0.15714173,-0.13186024,-0.2479371,-0.37540442,-0.20172237,-0.41053116,-0.27060324,-0.00347457,-0.6401571,-0.4408651,-0.23146725,-0.54648459,-0.1431347,-0.57323706,-0.12828457,-0.29440141,-0.36995804,-0.36678314,-0.51649773,-0.17788249,-1.0,-0.07241913,-0.2686806,-0.2490015,-0.41180268,-0.12815416,-0.01341803,-0.1100785,-0.0943453,-0.23952122,-0.35195595,-0.16430585,-0.58879173,-0.36049429,-0.24349886,-0.014239,-0.12304883,-0.20092028,-0.10387545,-0.00651185,-0.63964236,-0.15246999,-0.06561124,-0.44199976,-0.15000787,-0.30240357,-0.04230159,-0.44409391,-0.25274235,-0.77112919,-0.18033025,-0.48096403,-0.33019719,-0.45390746,-0.28844696,-0.43693298,-0.03239034,0.01220418,-0.3633624,-0.17946385,-0.18786128,-0.23555735,-0.32290474,-0.29264554,-0.33207408
Probe,3.307428,0.17862217,0.05543447,0.3695631,0.17246278,0.03079692,0.74528557,0.12626739,0.59438062,0.00150312,1.93e-06,0.0,0.0,0.0,0.00307969,0.0,0.00016425,0.00959211,0.00307969,0.00246375,0.0,0.00051328,0.00307969,0.0,0.00111412,0.00191609,0.00150119,0.0,0.00307969,0.17862217,0.05543447,0.3695631,0.17246278,0.03079692,0.74528557,0.12626739,0.59438062,0.00150312,1.93e-06,0.0,0.0,0.0,0.00307969,0.0,0.00016425,0.00959211,0.00307969,0.00246375,0.0,0.00051328,0.00307969,0.0,0.00111412,0.00191609,0.00150119,0.0,0.00307969,0.34569535,0.0504979,0.45734257,0.43090296,0.58990079,0.0873121,-0.03548273,0.21736385,0.07762377,0.22955988,0.13152307,0.8262015,0.10556068,0.02379048,0.46086669,0.41128156,0.48394638,0.05952376,0.28398579,0.36310056,0.10446197,0.15865806,0.24138804,0.46335211,0.02491235,0.10141801,0.37503743,0.19655357,0.46738529,0.63759285,0.14203101,0.01061665,-0.00320772,0.20296776,0.24083616,0.68919307,0.29427513,0.19044261,0.15148576,0.75149769,0.31148773,0.57583725,0.21734452,0.28745443,0.02895565,0.11985204,0.11221405,0.0578297,0.47406563,0.15904148,0.61075735,0.2841205,0.17132637,0.25712866,0.14339702,0.00185609,0.38197199,0.14346117,0.37839434,1.0,0.07227733,0.68343955,0.09493847,0.12804371,0.58962601,0.13720708,0.14625885,0.20343211,0.13680977,0.05160347,0.21757752,0.1331481
R2L,3.703105,0.62895197,0.78006381,0.59219503,0.51459706,0.04084104,0.5554381,0.5064289,0.08985028,0.00181593,1.37e-06,0.0040841,0.0,0.00350066,0.0,0.00272274,0.00034579,0.01114373,0.0040841,0.0040841,0.00390653,0.0,0.0,0.0,0.00181783,0.00190429,0.00181455,0.0,0.0040841,0.62895197,0.78006381,0.59219503,0.51459706,0.04084104,0.5554381,0.5064289,0.08985028,0.00181593,1.37e-06,0.0040841,0.0,0.00350066,0.0,0.00272274,0.00034579,0.01114373,0.0040841,0.0040841,0.00390653,0.0,0.0,0.0,0.00181783,0.00190429,0.00181455,0.0,0.0040841,0.08152324,0.59669375,0.5293234,0.02070966,0.49117917,0.47323281,0.4081102,0.5503583,0.42093787,0.1746272,0.3536357,0.27898917,0.37769535,0.59872925,0.20421688,0.23793578,0.0636474,0.35654357,0.06772996,0.108979,0.04496087,0.08546347,1.0,0.07267059,0.41202113,0.68792748,0.07696439,0.72155076,-0.00528792,0.66329288,0.49386087,0.07360186,0.5574286,0.07780218,0.18433493,0.24880655,0.36601251,0.33819881,0.24244405,0.42105347,0.39998788,0.0622521,0.25118077,0.20084232,0.0548493,0.43767139,0.07608794,0.11263371,0.15299428,0.12276176,0.15639943,0.45721677,0.29620233,0.63836819,0.19603758,0.39020965,0.13503478,0.08253009,0.20984815,0.25937232,-0.04390692,0.56042325,0.59498805,0.30180186,0.14961222,0.14212012,0.11007633,0.59139466,0.06430531,0.2532298,0.07479759,0.06087095
DoS,4.284186,0.69848192,0.76465392,0.05881953,0.0367622,0.07352441,0.0882293,0.6249575,0.91905516,0.00228477,4.97e-05,0.0,0.0,0.0,0.00367622,0.00490163,0.00728382,0.00359168,0.00735244,0.00735244,0.0067131,0.0,0.0,0.0,0.00160024,0.00275342,0.00223507,0.0,0.00735244,0.69848192,0.76465392,0.05881953,0.0367622,0.07352441,0.0882293,0.6249575,0.91905516,0.00228477,4.97e-05,0.0,0.0,0.0,0.00367622,0.00490163,0.00728382,0.00359168,0.00735244,0.00735244,0.0067131,0.0,0.0,0.0,0.00160024,0.00275342,0.00223507,0.0,0.00735244,0.18071048,0.28575128,0.7717154,0.90572798,0.05886911,0.54547018,0.17806923,0.01616849,0.4001725,0.67411447,0.50798744,0.67426521,0.43870744,0.6537388,0.21944253,0.4847292,0.40574458,0.06486314,0.29278508,0.12335504,0.68935275,0.16791454,0.15603828,0.65754277,0.05770958,0.38359493,0.02282067,0.40822297,0.43745151,0.68625945,0.10955738,0.77310145,0.5919944,0.12254395,0.14571486,0.44033569,0.22311515,0.40203962,0.12498021,0.62346178,0.69062871,-0.01390678,0.34995741,0.17618527,0.34620413,0.56531775,0.75329298,0.67471761,0.25426203,0.00925372,0.20847464,0.14544284,0.17330365,0.36951461,0.24861078,0.52178162,0.3048307,0.24273425,1.0,0.31625158,0.16819938,0.48149934,0.56868845,0.4139165,0.07004027,0.24147591,0.22801429,0.28998056,-0.03195258,0.2641139,0.69573611,0.33025843
Normal,3.020302,0.03713669,0.0,0.11141006,0.20053811,0.03713669,0.0,0.67217404,0.25624314,0.00167202,3e-06,0.0,0.0,0.0021221,0.00092842,0.0,0.00099031,0.00322304,0.0,0.00371367,0.00274489,0.0,0.0,0.0,0.00064443,0.00164997,0.00166901,0.00371367,0.00371367,0.03713669,0.0,0.11141006,0.20053811,0.03713669,0.0,0.67217404,0.25624314,0.00167202,3e-06,0.0,0.0,0.0021221,0.00092842,0.0,0.00099031,0.00322304,0.0,0.00371367,0.00274489,0.0,0.0,0.0,0.00064443,0.00164997,0.00166901,0.00371367,0.00371367,-0.45632708,-0.30937088,-0.07758331,0.00396068,-0.09315328,-0.07545233,-0.51839578,-0.12397919,-0.10755363,-0.25219235,-0.37201783,-0.16831298,-0.38331914,-0.27386266,0.00657925,-0.59586674,-0.453563,-0.21411644,-0.54517436,-0.17114301,-0.57579458,-0.11419164,-0.24270144,-0.35836759,-0.37011144,-0.5191763,-0.1565281,-1.0,-0.04290613,-0.27819052,-0.24356845,-0.42982268,-0.12266013,0.02401036,-0.09613708,-0.10127821,-0.2242022,-0.35691491,-0.17023464,-0.57875675,-0.3168017,-0.23883538,-0.00680285,-0.13099334,-0.18297417,-0.08482457,-0.00765016,-0.60621202,-0.15190883,-0.06221612,-0.44155544,-0.12863089,-0.28221822,-0.02676552,-0.42874804,-0.28052565,-0.74164581,-0.19403377,-0.49899733,-0.34261003,-0.42585865,-0.27958059,-0.45604703,-0.04349531,-0.01555242,-0.33783633,-0.16946124,-0.1695528,-0.22071351,-0.29617026,-0.30403188,-0.34580615
